Date,Product,Category,Quantity,Price_per_unit,Total_value,Region,Costs
2023-11-29,Motherboard,Components,8,188,1504,Los Angeles,968
2023-11-29,Keyboard,Peripherals,10,147,1470,Philadelphia,1000
2023-11-29,Hard disc,Equipment,8,57,456,Los Angeles,272
2023-11-29,RAM memory,Components,9,178,1602,Phoenix,1089
2023-11-29,Hard disc,Equipment,5,246,1230,Houston,835
2023-11-29,Motherboard,Components,10,405,4050,New York,2460
2023-11-29,Motherboard,Components,7,177,1239,Phoenix,847
2023-11-30,Graphic Card,Components,1,1462,1462,Chicago,992
2023-11-30,SSD,Equipment,2,485,970,San Diego,610
2023-11-30,RAM memory,Components,1,153,153,San Diego,106
2023-11-30,Mouse,Peripherals,9,67,603,New York,378
2023-12-01,Power Supply,Components,3,184,552,Phoenix,339
2023-12-01,Motherboard,Components,7,234,1638,Phoenix,1008
2023-12-01,USB drive,Equipment,5,80,400,San Antonio,245
2023-12-01,Keyboard,Peripherals,9,115,1035,Los Angeles,648
2023-12-01,USB drive,Equipment,9,52,468,Chicago,315
2023-12-02,Power Supply,Components,6,75,450,San Diego,288
2023-12-02,Hard disc,Equipment,3,189,567,Philadelphia,360
2023-12-02,Case,Components,10,70,700,Phoenix,430
2023-12-02,Hard disc,Equipment,7,204,1428,San Diego,959
2023-12-02,Processor,Components,3,288,864,Philadelphia,603
2023-12-02,Motherboard,Components,6,352,2112,Chicago,1338
2023-12-02,Motherboard,Components,9,314,2826,New York,1854
2023-12-02,Graphic Card,Components,7,1235,8645,New York,5838
2023-12-03,Mouse,Peripherals,6,84,504,New York,324
2023-12-03,Processor,Components,10,556,5560,Chicago,3750
2023-12-03,SSD,Equipment,8,343,2744,Phoenix,1720
2023-12-03,Power Supply,Components,5,137,685,San Antonio,415
2023-12-03,Monitor,Components,9,487,4383,New York,2925
2023-12-03,RAM memory,Components,8,221,1768,Phoenix,1160
2023-12-03,RAM memory,Components,4,58,232,Houston,148
2023-12-03,Motherboard,Components,3,405,1215,Chicago,729
2023-12-03,Laptop,Computers,4,1419,5676,Los Angeles,3844
2023-12-04,Power Supply,Components,10,149,1490,Houston,1010
2023-12-04,Hard disc,Equipment,5,220,1100,Houston,745
2023-12-04,RAM memory,Components,10,147,1470,Los Angeles,940
2023-12-04,SSD,Equipment,7,348,2436,Houston,1512
2023-12-05,Keyboard,Peripherals,8,195,1560,Chicago,976
2023-12-05,Motherboard,Components,1,409,409,Houston,273
2023-12-05,Motherboard,Components,8,458,3664,Phoenix,2288
2023-12-05,Processor,Components,2,660,1320,Los Angeles,902
2023-12-05,Mouse,Peripherals,9,80,720,San Diego,450
2023-12-05,Graphic Card,Components,10,867,8670,San Diego,6040
2023-12-05,USB drive,Equipment,10,23,230,New York,140
2023-12-05,Mouse,Peripherals,1,139,139,Los Angeles,91
2023-12-05,Mouse,Peripherals,3,34,102,San Antonio,63
2023-12-05,USB drive,Equipment,7,30,210,Philadelphia,140
2023-12-05,Power Supply,Components,2,67,134,New York,80
2023-12-06,Motherboard,Components,7,205,1435,New York,917
2023-12-06,Power Supply,Components,2,130,260,Philadelphia,180
2023-12-06,Monitor,Components,4,569,2276,Phoenix,1524
2023-12-06,Motherboard,Components,7,154,1078,Phoenix,644
2023-12-06,Laptop,Computers,1,1392,1392,San Antonio,895
2023-12-06,Hard disc,Equipment,3,112,336,Phoenix,201
2023-12-06,Mouse,Peripherals,1,138,138,San Antonio,83
2023-12-06,Case,Components,2,36,72,Chicago,42
2023-12-06,Laptop,Computers,7,1722,12054,Chicago,8029
2023-12-07,Headphones,Peripherals,1,158,158,Los Angeles,109
2023-12-07,RAM memory,Components,7,274,1918,Los Angeles,1323
2023-12-07,Laptop,Computers,3,512,1536,New York,1056
2023-12-07,Mouse,Peripherals,1,93,93,Phoenix,59
2023-12-08,RAM memory,Components,7,140,980,San Diego,595
2023-12-08,Graphic Card,Components,2,895,1790,Philadelphia,1174
2023-12-08,Motherboard,Components,3,139,417,Los Angeles,270
2023-12-08,Mouse,Peripherals,10,56,560,Phoenix,380
2023-12-08,Power Supply,Components,7,141,987,San Antonio,644
2023-12-09,Laptop,Computers,8,1830,14640,San Antonio,10008
2023-12-09,RAM memory,Components,3,148,444,San Antonio,309
2023-12-09,SSD,Equipment,5,289,1445,New York,985
2023-12-09,Keyboard,Peripherals,1,65,65,San Diego,40
2023-12-09,SSD,Equipment,10,118,1180,Phoenix,760
2023-12-10,SSD,Equipment,6,140,840,San Diego,540
2023-12-10,Keyboard,Peripherals,10,140,1400,San Antonio,870
2023-12-10,Web Camera,Peripherals,9,158,1422,Philadelphia,909
2023-12-11,Keyboard,Peripherals,9,98,882,Philadelphia,531
2023-12-11,Laptop,Computers,8,1165,9320,Houston,5760
2023-12-11,Hard disc,Equipment,9,257,2313,Philadelphia,1557
2023-12-11,Graphic Card,Components,9,392,3528,San Antonio,2160
2023-12-11,Processor,Components,7,941,6587,San Diego,4060
2023-12-12,Graphic Card,Components,7,379,2653,Philadelphia,1750
2023-12-12,SSD,Equipment,10,146,1460,San Diego,950
2023-12-12,Laptop,Computers,2,1488,2976,Houston,2014
2023-12-12,SSD,Equipment,3,417,1251,San Antonio,798
2023-12-12,Graphic Card,Components,7,989,6923,Philadelphia,4410
2023-12-12,Processor,Components,1,271,271,San Antonio,175
2023-12-12,Motherboard,Components,7,242,1694,San Antonio,1141
2023-12-12,Power Supply,Components,3,157,471,San Antonio,306
2023-12-12,Motherboard,Components,1,307,307,San Diego,187
2023-12-12,Power Supply,Components,1,197,197,Chicago,131
2023-12-13,Monitor,Components,10,563,5630,San Antonio,3440
2023-12-13,Graphic Card,Components,10,1288,12880,San Antonio,8630
2023-12-13,Case,Components,4,69,276,Philadelphia,176
2023-12-13,Monitor,Components,9,560,5040,Chicago,3258
2023-12-13,Motherboard,Components,9,414,3726,New York,2493
2023-12-13,Case,Components,4,136,544,Los Angeles,352
2023-12-14,Web Camera,Peripherals,1,96,96,San Antonio,65
2023-12-14,Keyboard,Peripherals,8,207,1656,Phoenix,1072
2023-12-14,Processor,Components,1,664,664,Houston,432
2023-12-14,Motherboard,Components,8,448,3584,New York,2312
2023-12-14,RAM memory,Components,10,296,2960,San Diego,1930
2023-12-15,Keyboard,Peripherals,9,157,1413,Houston,873
2023-12-15,Laptop,Computers,6,862,5172,San Antonio,3438
2023-12-15,Mouse,Peripherals,9,85,765,Phoenix,522
2023-12-15,SSD,Equipment,6,283,1698,San Antonio,1038
2023-12-15,USB drive,Equipment,3,43,129,Philadelphia,78
2023-12-15,Case,Components,3,43,129,Houston,78
2023-12-16,Monitor,Components,8,763,6104,Chicago,3856
2023-12-16,Motherboard,Components,8,198,1584,Chicago,984
2023-12-16,RAM memory,Components,6,256,1536,Chicago,1026
2023-12-17,Monitor,Components,7,764,5348,Philadelphia,3262
2023-12-17,Graphic Card,Components,2,998,1996,Chicago,1376
2023-12-17,Web Camera,Peripherals,5,90,450,New York,305
2023-12-17,Processor,Components,9,387,3483,Los Angeles,2151
2023-12-17,Monitor,Components,7,504,3528,San Antonio,2359
2023-12-17,Monitor,Components,5,361,1805,Phoenix,1120
2023-12-18,Power Supply,Components,1,200,200,San Antonio,122
2023-12-18,Motherboard,Components,2,352,704,New York,450
2023-12-18,RAM memory,Components,4,225,900,San Diego,588
2023-12-18,Case,Components,1,35,35,San Diego,21
2023-12-18,Web Camera,Peripherals,4,119,476,New York,316
2023-12-18,Headphones,Peripherals,6,61,366,New York,234
2023-12-19,Monitor,Components,4,356,1424,Philadelphia,964
2023-12-19,Web Camera,Peripherals,9,70,630,Los Angeles,423
2023-12-19,Laptop,Computers,7,748,5236,Houston,3325
2023-12-19,Case,Components,1,109,109,San Antonio,73
2023-12-19,Processor,Components,7,737,5159,San Antonio,3255
2023-12-19,Processor,Components,3,801,2403,Philadelphia,1644
2023-12-19,RAM memory,Components,10,109,1090,San Diego,750
2023-12-19,Graphic Card,Components,9,1078,9702,Houston,6183
2023-12-20,Laptop,Computers,8,714,5712,Los Angeles,3592
2023-12-20,USB drive,Equipment,10,85,850,Chicago,580
2023-12-20,Motherboard,Components,3,248,744,Los Angeles,447
2023-12-20,RAM memory,Components,10,141,1410,Los Angeles,920
2023-12-20,Hard disc,Equipment,8,178,1424,Los Angeles,928
2023-12-21,SSD,Equipment,10,158,1580,Chicago,1060
2023-12-21,Motherboard,Components,7,307,2149,New York,1463
2023-12-21,Graphic Card,Components,1,887,887,San Antonio,591
2023-12-21,Case,Components,8,113,904,San Diego,560
2023-12-21,Mouse,Peripherals,7,40,280,San Diego,189
2023-12-22,Motherboard,Components,10,232,2320,Philadelphia,1490
2023-12-22,Graphic Card,Components,9,772,6948,Phoenix,4248
2023-12-22,Power Supply,Components,5,107,535,Houston,350
2023-12-22,Processor,Components,8,671,5368,New York,3528
2023-12-22,Hard disc,Equipment,9,108,972,San Diego,657
2023-12-22,Power Supply,Components,3,103,309,Los Angeles,210
2023-12-22,USB drive,Equipment,1,42,42,New York,28
2023-12-22,Motherboard,Components,2,151,302,Houston,192
2023-12-23,Monitor,Components,4,361,1444,Chicago,888
2023-12-23,USB drive,Equipment,8,94,752,Los Angeles,512
2023-12-23,Motherboard,Components,3,355,1065,Philadelphia,729
2023-12-23,Processor,Components,1,505,505,San Antonio,352
2023-12-23,Processor,Components,6,742,4452,Phoenix,2760
2023-12-23,Headphones,Peripherals,4,221,884,San Antonio,576
2023-12-23,Motherboard,Components,7,300,2100,Phoenix,1274
2023-12-24,RAM memory,Components,8,267,2136,San Diego,1456
2023-12-24,Motherboard,Components,9,330,2970,Chicago,2025
2023-12-24,Mouse,Peripherals,4,129,516,New York,308
2023-12-24,Motherboard,Components,10,113,1130,Philadelphia,760
2023-12-24,Case,Components,4,41,164,Los Angeles,104
2023-12-24,Headphones,Peripherals,5,109,545,Houston,375
2023-12-25,SSD,Equipment,4,85,340,Phoenix,224
2023-12-25,Headphones,Peripherals,5,391,1955,Chicago,1325
2023-12-25,Processor,Components,9,431,3879,New York,2457
2023-12-25,Monitor,Components,2,191,382,Houston,258
2023-12-25,Headphones,Peripherals,4,164,656,Houston,392
2023-12-26,RAM memory,Components,7,113,791,New York,497
2023-12-26,Hard disc,Equipment,1,236,236,Philadelphia,162
2023-12-26,Web Camera,Peripherals,8,142,1136,Chicago,760
2023-12-26,Processor,Components,9,609,5481,Philadelphia,3654
2023-12-26,Mouse,Peripherals,4,104,416,San Diego,268
2023-12-26,Processor,Components,2,547,1094,Los Angeles,704
2023-12-26,Hard disc,Equipment,8,266,2128,Philadelphia,1312
2023-12-26,USB drive,Equipment,6,27,162,Los Angeles,96
2023-12-26,Laptop,Computers,4,1007,4028,Phoenix,2508
2023-12-26,Monitor,Components,5,407,2035,New York,1260
2023-12-27,Graphic Card,Components,9,766,6894,Phoenix,4347
2023-12-27,Graphic Card,Components,7,1486,10402,Houston,7126
2023-12-27,Power Supply,Components,10,165,1650,Houston,1150
2023-12-27,Monitor,Components,6,597,3582,Houston,2478
2023-12-27,SSD,Equipment,1,180,180,New York,108
2023-12-27,Mouse,Peripherals,10,149,1490,San Diego,920
2023-12-27,Power Supply,Components,8,94,752,Phoenix,512
2023-12-27,Power Supply,Components,1,139,139,San Antonio,90
2023-12-28,Mouse,Peripherals,2,65,130,San Diego,86
2023-12-28,Monitor,Components,10,211,2110,Philadelphia,1410
2023-12-28,RAM memory,Components,7,93,651,Phoenix,434
2023-12-28,Headphones,Peripherals,6,315,1890,San Diego,1278
2023-12-28,Motherboard,Components,5,248,1240,Phoenix,760
2023-12-28,Web Camera,Peripherals,8,158,1264,San Antonio,816
2023-12-28,Mouse,Peripherals,2,102,204,Phoenix,136
2023-12-29,Power Supply,Components,7,63,441,Phoenix,301
2023-12-29,Keyboard,Peripherals,7,208,1456,Phoenix,952
2023-12-29,Mouse,Peripherals,3,91,273,Philadelphia,186
2023-12-29,Graphic Card,Components,5,305,1525,Chicago,1025
2023-12-29,Monitor,Components,3,431,1293,Chicago,810
2023-12-29,Motherboard,Components,2,481,962,Los Angeles,652
2023-12-29,RAM memory,Components,4,270,1080,New York,680
2023-12-29,Power Supply,Components,6,165,990,San Antonio,624
2023-12-29,Mouse,Peripherals,6,34,204,San Diego,120
2023-12-30,Monitor,Components,3,584,1752,San Diego,1155
2023-12-30,Motherboard,Components,5,274,1370,Phoenix,860
2023-12-30,Graphic Card,Components,8,1049,8392,Chicago,5408
2023-12-30,Laptop,Computers,3,1400,4200,San Antonio,2571
2023-12-30,Motherboard,Components,1,494,494,Phoenix,339
2023-12-30,Processor,Components,10,969,9690,Phoenix,6770
2023-12-30,SSD,Equipment,3,293,879,Chicago,600
2023-12-30,Web Camera,Peripherals,9,174,1566,San Diego,1053
2023-12-30,Headphones,Peripherals,9,212,1908,Houston,1242
2023-12-30,Monitor,Components,7,582,4074,Los Angeles,2604
2023-12-30,Graphic Card,Components,8,332,2656,San Antonio,1752
2023-12-30,Web Camera,Peripherals,5,66,330,Phoenix,210
2023-12-31,Mouse,Peripherals,3,49,147,San Diego,90
2023-12-31,USB drive,Equipment,8,34,272,San Antonio,168
2023-12-31,USB drive,Equipment,9,16,144,Phoenix,90
2023-12-31,Monitor,Components,10,650,6500,Philadelphia,4070
2023-12-31,Hard disc,Equipment,10,293,2930,San Diego,1870
2024-01-01,USB drive,Equipment,1,67,67,New York,42
2024-01-01,Processor,Components,9,268,2412,San Antonio,1584
2024-01-01,Keyboard,Peripherals,1,99,99,Philadelphia,62
2024-01-02,Hard disc,Equipment,2,203,406,Phoenix,250
2024-01-02,Processor,Components,10,855,8550,Houston,5820
2024-01-02,SSD,Equipment,9,187,1683,San Antonio,1062
2024-01-02,Graphic Card,Components,3,746,2238,San Antonio,1542
2024-01-02,Laptop,Computers,8,1850,14800,Los Angeles,9920
2024-01-02,Monitor,Components,4,255,1020,San Antonio,648
2024-01-03,Case,Components,5,75,375,Chicago,250
2024-01-03,Keyboard,Peripherals,4,247,988,Chicago,600
2024-01-03,Motherboard,Components,5,349,1745,Chicago,1140
2024-01-03,Processor,Components,8,661,5288,Chicago,3568
2024-01-03,Graphic Card,Components,1,567,567,San Diego,367
2024-01-03,Power Supply,Components,6,117,702,San Diego,474
2024-01-03,Motherboard,Components,4,184,736,San Antonio,508
2024-01-03,SSD,Equipment,6,356,2136,Phoenix,1356
2024-01-03,Case,Components,3,96,288,San Antonio,189
2024-01-04,SSD,Equipment,8,318,2544,San Diego,1544
2024-01-05,Headphones,Peripherals,4,366,1464,New York,956
2024-01-05,USB drive,Equipment,7,87,609,New York,364
2024-01-05,Hard disc,Equipment,2,87,174,San Antonio,116
2024-01-05,Case,Components,7,66,462,Phoenix,315
2024-01-05,Monitor,Components,7,195,1365,Los Angeles,861
2024-01-05,Web Camera,Peripherals,9,192,1728,Phoenix,1197
2024-01-05,SSD,Equipment,7,500,3500,New York,2226
2024-01-05,SSD,Equipment,10,268,2680,Chicago,1730
2024-01-05,Case,Components,6,46,276,San Antonio,174
2024-01-05,Case,Components,8,125,1000,Chicago,688
2024-01-06,Web Camera,Peripherals,9,50,450,San Antonio,297
2024-01-06,Motherboard,Components,5,124,620,San Antonio,370
2024-01-06,Graphic Card,Components,2,771,1542,Philadelphia,988
2024-01-06,Processor,Components,1,914,914,Chicago,609
2024-01-06,Mouse,Peripherals,3,129,387,Phoenix,255
2024-01-07,Graphic Card,Components,6,1494,8964,San Diego,6186
2024-01-07,Graphic Card,Components,6,532,3192,Los Angeles,2124
2024-01-07,Case,Components,6,129,774,Houston,480
2024-01-07,Power Supply,Components,5,95,475,San Diego,305
2024-01-07,Mouse,Peripherals,2,87,174,Philadelphia,116
2024-01-07,Laptop,Computers,2,1232,2464,Los Angeles,1484
2024-01-07,Headphones,Peripherals,4,376,1504,Philadelphia,1032
2024-01-08,Processor,Components,2,606,1212,Chicago,840
2024-01-08,Keyboard,Peripherals,9,126,1134,Los Angeles,783
2024-01-08,Web Camera,Peripherals,6,152,912,Houston,558
2024-01-08,USB drive,Equipment,2,95,190,Philadelphia,130
2024-01-08,Monitor,Components,1,291,291,Los Angeles,196
2024-01-08,USB drive,Equipment,3,99,297,Philadelphia,204
2024-01-08,USB drive,Equipment,3,32,96,New York,66
2024-01-08,Web Camera,Peripherals,5,149,745,Philadelphia,475
2024-01-08,Processor,Components,1,608,608,Philadelphia,402
2024-01-09,Mouse,Peripherals,4,27,108,Houston,68
2024-01-09,Case,Components,1,110,110,Houston,67
2024-01-09,Keyboard,Peripherals,9,66,594,Philadelphia,369
2024-01-10,Motherboard,Components,7,287,2009,New York,1211
2024-01-10,Graphic Card,Components,4,1159,4636,Los Angeles,3000
2024-01-10,Power Supply,Components,8,138,1104,Houston,736
2024-01-10,SSD,Equipment,3,470,1410,Los Angeles,912
2024-01-10,Graphic Card,Components,2,1358,2716,Houston,1696
2024-01-10,SSD,Equipment,6,93,558,Houston,336
2024-01-10,Processor,Components,4,565,2260,Phoenix,1528
2024-01-10,Hard disc,Equipment,10,60,600,Chicago,380
2024-01-11,Processor,Components,6,882,5292,New York,3474
2024-01-11,Headphones,Peripherals,3,103,309,Philadelphia,210
2024-01-11,Processor,Components,1,996,996,Houston,676
2024-01-11,RAM memory,Components,10,97,970,Los Angeles,620
2024-01-11,Case,Components,10,61,610,Phoenix,380
2024-01-12,Laptop,Computers,2,738,1476,San Diego,896
2024-01-12,Graphic Card,Components,7,821,5747,Houston,3766
2024-01-12,Motherboard,Components,5,447,2235,Houston,1340
2024-01-12,Processor,Components,5,600,3000,Los Angeles,1915
2024-01-13,Keyboard,Peripherals,10,185,1850,Los Angeles,1280
2024-01-13,USB drive,Equipment,5,89,445,San Diego,265
2024-01-13,Graphic Card,Components,3,1189,3567,Los Angeles,2364
2024-01-13,Headphones,Peripherals,4,85,340,Chicago,220
2024-01-13,Mouse,Peripherals,3,144,432,Phoenix,267
2024-01-13,Headphones,Peripherals,9,139,1251,Los Angeles,783
2024-01-13,Power Supply,Components,9,51,459,New York,315
2024-01-14,Graphic Card,Components,8,429,3432,Philadelphia,2064
2024-01-14,Mouse,Peripherals,3,54,162,San Antonio,105
2024-01-14,Web Camera,Peripherals,1,175,175,San Antonio,114
2024-01-14,Keyboard,Peripherals,8,41,328,San Diego,200
2024-01-14,USB drive,Equipment,6,11,66,Philadelphia,36
2024-01-14,Mouse,Peripherals,1,117,117,San Antonio,78
2024-01-14,Graphic Card,Components,8,475,3800,Chicago,2280
2024-01-14,Mouse,Peripherals,10,107,1070,Philadelphia,680
2024-01-14,SSD,Equipment,10,470,4700,San Antonio,3150
2024-01-14,Power Supply,Components,8,149,1192,Phoenix,824
2024-01-15,Power Supply,Components,6,194,1164,Phoenix,792
2024-01-15,Power Supply,Components,6,54,324,Phoenix,204
2024-01-15,Case,Components,1,36,36,New York,21
2024-01-15,Web Camera,Peripherals,4,131,524,Los Angeles,340
2024-01-15,Processor,Components,8,920,7360,Los Angeles,4880
2024-01-15,Headphones,Peripherals,2,96,192,Houston,128
2024-01-15,Graphic Card,Components,8,854,6832,San Antonio,4360
2024-01-16,Laptop,Computers,2,1857,3714,San Diego,2444
2024-01-16,Hard disc,Equipment,5,105,525,Chicago,340
2024-01-16,Headphones,Peripherals,10,200,2000,Los Angeles,1290
2024-01-17,Processor,Components,3,739,2217,San Antonio,1545
2024-01-17,Processor,Components,2,796,1592,Los Angeles,1048
2024-01-17,Graphic Card,Components,4,1195,4780,Los Angeles,3020
2024-01-17,USB drive,Equipment,2,46,92,Houston,54
2024-01-17,Case,Components,7,31,217,Houston,133
2024-01-17,Mouse,Peripherals,5,126,630,Phoenix,415
2024-01-18,Mouse,Peripherals,8,96,768,Chicago,520
2024-01-18,Laptop,Computers,6,1497,8982,New York,5562
2024-01-18,Mouse,Peripherals,1,68,68,New York,45
2024-01-18,Processor,Components,8,499,3992,Houston,2624
2024-01-18,Mouse,Peripherals,6,149,894,New York,582
2024-01-19,Keyboard,Peripherals,2,204,408,Houston,250
2024-01-19,Headphones,Peripherals,5,143,715,San Antonio,495
2024-01-19,Case,Components,4,55,220,San Antonio,132
2024-01-19,Keyboard,Peripherals,10,62,620,New York,390
2024-01-19,Keyboard,Peripherals,8,47,376,Los Angeles,224
2024-01-19,Graphic Card,Components,7,1339,9373,Los Angeles,6265
2024-01-19,RAM memory,Components,5,270,1350,Los Angeles,825
2024-01-20,Keyboard,Peripherals,2,170,340,Los Angeles,236
2024-01-20,Graphic Card,Components,9,844,7596,San Diego,5265
2024-01-20,Monitor,Components,10,649,6490,Philadelphia,4260
2024-01-20,Power Supply,Components,6,67,402,Phoenix,258
2024-01-20,Processor,Components,4,904,3616,San Antonio,2460
2024-01-20,Motherboard,Components,7,149,1043,San Diego,637
2024-01-20,Processor,Components,9,369,3321,San Antonio,2178
2024-01-20,Case,Components,5,128,640,New York,415
2024-01-21,Headphones,Peripherals,7,236,1652,Houston,1008
2024-01-21,RAM memory,Components,5,229,1145,Philadelphia,740
2024-01-21,Processor,Components,7,468,3276,Philadelphia,2282
2024-01-21,Headphones,Peripherals,8,197,1576,San Diego,1072
2024-01-21,Mouse,Peripherals,4,75,300,Phoenix,192
2024-01-21,USB drive,Equipment,8,53,424,Phoenix,256
2024-01-21,Graphic Card,Components,9,389,3501,New York,2187
2024-01-22,SSD,Equipment,10,369,3690,Chicago,2440
2024-01-22,Graphic Card,Components,2,782,1564,Phoenix,1002
2024-01-22,SSD,Equipment,4,133,532,Houston,336
2024-01-23,Processor,Components,9,896,8064,Houston,5058
2024-01-23,Mouse,Peripherals,2,64,128,Phoenix,82
2024-01-23,Power Supply,Components,9,122,1098,Philadelphia,729
2024-01-23,Power Supply,Components,3,157,471,New York,306
2024-01-23,Graphic Card,Components,2,498,996,Houston,636
2024-01-23,Motherboard,Components,5,437,2185,Los Angeles,1320
2024-01-24,Web Camera,Peripherals,8,95,760,Phoenix,488
2024-01-24,Hard disc,Equipment,3,246,738,Philadelphia,444
2024-01-24,Laptop,Computers,10,1006,10060,Los Angeles,6110
2024-01-24,Hard disc,Equipment,1,62,62,Phoenix,37
2024-01-24,Processor,Components,7,685,4795,San Antonio,2996
2024-01-24,Monitor,Components,2,731,1462,Philadelphia,962
2024-01-25,Hard disc,Equipment,9,216,1944,Phoenix,1233
2024-01-25,Keyboard,Peripherals,1,235,235,San Antonio,149
2024-01-25,Mouse,Peripherals,7,108,756,San Antonio,525
2024-01-25,USB drive,Equipment,1,98,98,San Antonio,65
2024-01-25,Laptop,Computers,4,1336,5344,San Antonio,3260
2024-01-25,Headphones,Peripherals,10,323,3230,Phoenix,1940
2024-01-25,Laptop,Computers,5,661,3305,New York,2165
2024-01-25,Hard disc,Equipment,10,100,1000,Philadelphia,680
2024-01-26,Motherboard,Components,2,139,278,Houston,192
2024-01-26,Monitor,Components,3,303,909,New York,588
2024-01-26,Power Supply,Components,1,81,81,Houston,56
2024-01-26,Web Camera,Peripherals,7,99,693,New York,441
2024-01-26,Graphic Card,Components,9,903,8127,San Antonio,5238
2024-01-26,Mouse,Peripherals,3,45,135,Los Angeles,81
2024-01-26,USB drive,Equipment,1,70,70,Houston,43
2024-01-26,Power Supply,Components,6,137,822,San Antonio,534
2024-01-26,Headphones,Peripherals,7,374,2618,Los Angeles,1638
2024-01-27,SSD,Equipment,2,252,504,Phoenix,348
2024-01-27,Case,Components,9,60,540,San Antonio,360
2024-01-27,SSD,Equipment,10,400,4000,San Antonio,2670
2024-01-27,SSD,Equipment,4,337,1348,New York,884
2024-01-27,Graphic Card,Components,9,899,8091,San Antonio,4932
2024-01-27,Motherboard,Components,3,428,1284,Chicago,897
2024-01-27,Laptop,Computers,3,716,2148,Los Angeles,1311
2024-01-27,Power Supply,Components,1,170,170,San Diego,105
2024-01-28,Motherboard,Components,9,494,4446,Philadelphia,2709
2024-01-28,Monitor,Components,8,321,2568,Philadelphia,1592
2024-01-28,SSD,Equipment,4,448,1792,San Antonio,1120
2024-01-28,Keyboard,Peripherals,7,81,567,Houston,371
2024-01-28,USB drive,Equipment,9,73,657,San Diego,423
2024-01-28,Laptop,Computers,1,1593,1593,Philadelphia,987
2024-01-28,Laptop,Computers,3,1652,4956,Phoenix,3057
2024-01-28,Mouse,Peripherals,3,26,78,San Antonio,51
2024-01-29,Monitor,Components,9,573,5157,San Antonio,3600
2024-01-29,RAM memory,Components,2,237,474,Phoenix,292
2024-01-29,Keyboard,Peripherals,8,174,1392,New York,944
2024-01-29,Hard disc,Equipment,5,214,1070,Los Angeles,745
2024-01-29,Hard disc,Equipment,1,107,107,Chicago,66
2024-01-30,USB drive,Equipment,10,69,690,New York,450
2024-01-30,Case,Components,6,97,582,San Antonio,348
2024-01-30,Headphones,Peripherals,10,149,1490,New York,1000
2024-01-30,Motherboard,Components,8,226,1808,New York,1216
2024-01-30,Monitor,Components,8,257,2056,Philadelphia,1296
2024-01-30,Mouse,Peripherals,7,86,602,Los Angeles,413
2024-01-30,Laptop,Computers,5,1347,6735,Los Angeles,4300
2024-01-30,USB drive,Equipment,9,46,414,Chicago,270
2024-01-30,Processor,Components,1,402,402,New York,280
2024-01-31,Graphic Card,Components,10,1304,13040,Houston,8010
2024-01-31,Processor,Components,7,856,5992,Houston,3752
2024-01-31,SSD,Equipment,8,252,2016,San Antonio,1312
2024-01-31,Headphones,Peripherals,9,194,1746,Philadelphia,1044
2024-01-31,Keyboard,Peripherals,8,48,384,Houston,240
2024-01-31,Headphones,Peripherals,4,169,676,Los Angeles,424
2024-01-31,Mouse,Peripherals,1,41,41,Houston,27
2024-01-31,Web Camera,Peripherals,9,108,972,San Diego,630
2024-01-31,SSD,Equipment,8,471,3768,Los Angeles,2464
2024-02-01,Monitor,Components,7,497,3479,San Diego,2275
2024-02-01,Hard disc,Equipment,4,196,784,Phoenix,500
2024-02-01,SSD,Equipment,4,118,472,Houston,284
2024-02-01,Case,Components,1,150,150,Phoenix,98
2024-02-01,Web Camera,Peripherals,9,99,891,Houston,576
2024-02-01,USB drive,Equipment,6,80,480,Phoenix,288
2024-02-01,Motherboard,Components,7,456,3192,San Antonio,1953
2024-02-02,Web Camera,Peripherals,4,127,508,San Diego,324
2024-02-02,Power Supply,Components,5,138,690,Houston,465
2024-02-02,Mouse,Peripherals,7,84,588,Philadelphia,399
2024-02-02,Web Camera,Peripherals,1,116,116,Phoenix,80
2024-02-02,RAM memory,Components,5,113,565,San Diego,350
2024-02-02,SSD,Equipment,9,491,4419,Chicago,2682
2024-02-02,Monitor,Components,1,201,201,Phoenix,121
2024-02-02,Graphic Card,Components,8,331,2648,San Antonio,1728
2024-02-02,Headphones,Peripherals,3,63,189,Houston,117
2024-02-02,Hard disc,Equipment,6,221,1326,San Antonio,918
2024-02-02,Motherboard,Components,6,183,1098,San Antonio,732
2024-02-03,Graphic Card,Components,5,1378,6890,Philadelphia,4140
2024-02-03,Web Camera,Peripherals,6,77,462,Phoenix,276
2024-02-03,Mouse,Peripherals,8,148,1184,New York,808
2024-02-03,Headphones,Peripherals,9,197,1773,Philadelphia,1179
2024-02-03,Headphones,Peripherals,5,118,590,New York,400
2024-02-03,Graphic Card,Components,6,1036,6216,San Diego,3966
2024-02-03,SSD,Equipment,6,170,1020,Houston,666
2024-02-03,Laptop,Computers,4,921,3684,Los Angeles,2312
2024-02-03,Keyboard,Peripherals,8,148,1184,San Antonio,784
2024-02-04,Power Supply,Components,8,61,488,Philadelphia,320
2024-02-04,USB drive,Equipment,2,22,44,Phoenix,26
2024-02-04,Power Supply,Components,7,187,1309,Houston,882
2024-02-04,RAM memory,Components,5,163,815,New York,490
2024-02-04,Headphones,Peripherals,8,196,1568,San Diego,1000
2024-02-05,USB drive,Equipment,3,47,141,Houston,90
2024-02-05,Power Supply,Components,4,99,396,Los Angeles,256
2024-02-05,Laptop,Computers,6,1555,9330,San Diego,5994
